crop,weed,insect,straw,bird,herbicide,frog,snake,bat,duck,pesticide
7482,5417.1,903.16,374.86,647.58,3470.5,286.36,0,0,0,10847
9363.9,5861.1,646.42,197.68,674.77,1561.7,299.29,0,0,0,4881.1
11527,7544.7,629.61,64.751,705.21,702.78,299.24,0,0,0,2196.5
13666,9906.3,663,0,727.74,316.25,275.28,0,0,0,988.42
15921,11842,742.03,0,765.69,9058,226.48,10,0,0,7074.7
17654,8349.4,766.38,0,815.78,4076.1,217.61,20.296,0,0,3183.6
19325,8951.9,922.08,0,872.97,1834.2,218.97,30.543,0,0,1432.6
20937,8573.9,1098,0,929.67,825.41,227.64,39.763,0,0,644.69
20754,9160.5,1291.5,0,991.46,371.43,233.71,48.046,0,0,11271
20489,8752.1,1230.7,0,1048.8,167.14,255.25,55.212,0,0,5071.8
19855,8314.5,1285.8,0,1115.9,75.215,276.92,61.201,0,0,2282.3
18990,8870.2,1412.3,0,1183.5,33.847,298.08,66.54,0,0,1027
18445,8482.6,1488.3,0,1254.4,15.231,309.42,71.13,0,0,462.16
17756,8992,1577.5,0,1320.4,7641.2,324.43,75.535,0,0,207.97
1316.6,5406.8,1603.4,1277.9,1399,3438.5,342.65,79.262,0,0,93.588
1391.9,4282.4,1574.7,969.08,1473.7,1547.3,355.71,82.736,0,0,42.115
2143.9,3963.1,1606.7,655.57,1533.3,4550.5,384.6,86.116,0,0,18.952
2362.9,2569.6,290.82,332.64,1216.1,2047.7,390.11,89.358,0,0,16076
2876.5,2584.1,0,275.82,974.53,921.47,397.95,92.764,0,0,7234.1
3703.5,3159.7,0,268.61,883.13,414.66,389.51,96.345,0,0,3255.3
4535.8,4161.4,9.105,279.14,759.73,186.6,0,97.314,0,0,1464.9
5570.2,5610,110.91,278.3,697.69,3829.2,46.107,96.361,0,0,750.26
6750,5736.9,235.1,243.61,675.17,1723.2,0,94.193,0,0,337.61
7854.3,6625.7,363.51,193.52,680.44,775.42,46.232,70.061,0,0,151.93
9073,8504.7,508.34,120.53,701.78,348.94,78.34,63.903,0,0,68.367
10185,9985.5,616.71,19.642,731.05,157.02,107.79,57.314,0,0,5114.2
11057,10876,609.75,0,763.62,70.66,136.47,56.491,0,0,2301.4
11783,11620,698.05,0,801.67,31.797,163.53,57.618,0,0,1035.6
11895,11802,804.16,0,844.35,14.309,186.55,59.506,0,0,466.03
12357,12474,904.94,0,895.03,6.4389,196.34,61.607,0,0,209.71
12560,12610,1008.9,0,945.75,11230,210.1,64.568,0,0,94.371
987.52,7985.7,1077.3,935.05,1004.5,5053.4,230.87,67.514,0,0,42.467
988.09,6073.9,1203.1,718.11,1061.8,2274.1,255.46,70.031,0,0,19.11
1455.7,5339.7,1267.2,475.97,1113.7,6489.8,274.22,72.858,0,0,8.5995
1512.8,3025.3,643.69,221.4,1011.3,2920.4,283.18,75.544,0,0,12676
1725.6,2320.6,205.94,94.832,899.1,1314.2,300.6,77.953,0,0,5704.2
2045.9,2376.7,148.51,52.417,814.16,591.39,310.38,80.534,0,0,2566.9
2431,2843.7,143.53,13.935,695.95,266.12,219.69,82.1,0,0,1155.1
2960.4,3550.5,179.99,0,606.28,2679.1,3.3106,82.665,0,0,1955.1
3611.5,3461.8,231.07,0,554.54,1205.6,50.699,82.758,0,0,879.78
4310.7,4244.4,297.19,0,533.51,542.51,85.425,78.701,0,0,395.9
5297.1,5383.4,373.07,0,533.83,244.13,99.083,60.025,0,0,178.16
6451.7,6765,432.36,0,538.53,109.86,111.9,55.875,0,0,3810.8
7672.8,8311.5,423.26,0,549.34,49.436,126.49,54.906,0,0,1714.9
9032.3,9555.7,476.23,0,568.54,22.246,142.47,54.831,0,0,771.69
10367,10608,588.89,0,597.99,10.011,155.35,55.709,0,0,347.26
11826,11945,691.2,0,632.95,4.5049,161.12,56.824,0,0,156.27
13136,12821,772.85,0,669.09,10753,176.64,58.819,0,0,70.32
2709.7,9320.5,873.78,1028.5,715.04,4838.8,187.92,60.299,0,0,31.644
3258.4,7939.6,1005.6,851.93,768.17,2177.4,204.3,61.804,0,0,14.24
5581.4,7748.3,1142.4,646.37,816.71,8125.5,224.11,63.563,0,0,6.408
6837,5432.5,909.48,419.35,817.2,3656.5,243.41,65.347,0,0,11427
8346.9,5335.5,547.15,239.28,829.05,1645.4,264.66,67.495,0,0,5142.2
10312,6987.1,534.2,133.86,845.63,740.44,287.37,69.695,0,0,2314
12355,8503.9,581.99,28.468,867.12,333.2,274.56,71.785,0,0,1041.3
14877,10001,633.45,0,893.78,7803.4,190.13,73.628,0,0,6288.5
18040,7918.8,664.78,0,926.54,3511.5,188.08,76.305,0,0,2829.8
19580,8925.9,813.22,0,972.1,1580.2,189.75,77.818,0,0,1273.4
20498,9469.8,1005,0,1032.9,711.09,206.18,76.611,0,0,573.04
20167,9524.3,1173,0,1095.6,319.99,209.12,76.108,0,0,10307
19942,9869.6,1189.7,0,1170.1,143.99,228.56,76.491,0,0,4638.4
19096,8954,1279.7,0,1255.1,64.798,249.55,77.449,0,0,2087.3
18620,9311.3,1420.2,0,1325.4,29.159,275.38,78.946,0,0,939.27
17767,8493.9,1520.1,0,1394.4,13.122,291.02,80.677,0,0,422.67
16480,8285.6,1586.1,0,1465.5,7650.4,308.44,82.771,0,0,190.2
15877,5540.7,1642.1,0,1534.5,3442.7,334.38,85.762,0,0,85.591
936.49,5785.6,1610,1093.6,1598.2,1549.2,347.01,88.492,0,398.28,38.516
874.68,5181.8,1520.4,774.35,1653.3,697.15,363.2,90.956,0,422.71,17.332
1226.5,4969.8,1412.9,475.98,1672.9,313.72,375.5,93.887,0,447.13,7.7994
1259.6,4986.8,249.86,194.12,1258.3,141.17,382.55,97.776,0,469.84,3.5097
1473,5275.2,202.32,141.03,1004,63.527,377.02,101.17,0,483.31,1.5794
1763.5,5623.1,179.97,103.31,888.73,28.587,372.62,103.8,0,500.95,0.71072
2144.9,6093.6,168.54,63.368,780.62,12.864,0,105.2,0,497.48,0.31983
2618.5,6655.7,212.89,35.664,725.61,5.7889,45.792,104.28,0,500.68,0.14392
3238.9,7445.3,248.95,0,689.03,2.605,86.021,102.52,0,500.73,0.064765
3890.9,8278.3,306.2,0,674.89,1.1723,93.358,85.787,0,511.91,0.029144
4648.2,9005.3,361.45,0,662.56,0.52752,106.3,78.947,0,525.75,0.013115
5377.5,9692.8,386.08,0,664.96,0.23738,114.91,76.057,0,539.37,0.0059017
6291.4,10034,417.67,0,682.59,0.10682,129.39,74.439,0,557.34,0.0026558
7180.2,10729,436.96,0,705.23,0.04807,144.13,73.603,0,573.99,0.0011951
7883.9,11226,461.06,0,735.66,0.021631,148.39,73.706,0,594.29,0.00053779
8793.1,11398,485.91,0,767.37,0.0097342,158.32,74.154,0,21.141,0.00024201
9427.2,12352,593.77,0,800.86,0.0043804,165.24,75.184,0,21.872,0.0001089
1548.3,12864,681.42,725.26,842.88,0.0019712,172.74,76.423,0,422.75,4.90E-05
1694.4,12880,722.18,597.99,884.72,0.00088703,177.69,73.241,0,455.96,2.21E-05
2695,12881,771.09,447.12,931.05,0.00039916,193.03,72.337,0,484.82,9.92E-06
3025.7,12858,669.98,287.8,924.3,0.00017962,206.82,74.469,0,514.61,4.47E-06
3330.9,12781,647.43,158.71,918.08,8.08E-05,219.17,76.68,0,548.25,2.01E-06
3744.3,12864,638.08,25.007,940.54,3.64E-05,230.42,78.984,0,583.42,9.04E-07
4352.8,12803,637.35,0,959.01,1.64E-05,224.09,81.019,0,614.79,4.07E-07
4959.6,12733,633.67,0,972.99,7.37E-06,209.95,83.436,0,650.69,1.83E-07
5684.7,12551,703.52,0,992.75,3.31E-06,207.52,85.25,0,681.7,8.24E-08
6393.2,12264,729.19,0,1018.3,1.49E-06,208.04,86.896,0,720.98,3.71E-08
7098.5,11947,719.59,0,1041.7,6.71E-07,206.55,88.551,0,753.13,1.67E-08
7865.3,11505,708.61,0,1055,3.02E-07,217.38,89.346,0,786.07,7.51E-09
8879.3,10750,709.54,0,1079.1,1.36E-07,225.63,90.481,0,813.52,3.38E-09
10171,9985.9,704.77,0,1102.1,6.12E-08,226.54,91.483,0,843.76,1.52E-09
11266,9323.3,692.04,0,1132.2,2.75E-08,225.63,93.219,0,869.06,6.84E-10
12966,8062,630.65,0,1151.5,1.24E-08,222.91,94.495,0,16.107,3.08E-10
14484,9735.8,717.31,0,1184.2,5.57E-09,221.7,95.707,0,15.959,1.39E-10
2436.1,10514,822.58,1159.1,1228.1,2.51E-09,224.4,97.103,0,415.74,6.24E-11
2942.2,10711,844.64,993.59,1267.8,1.13E-09,204.26,93.587,0,434.43,2.81E-11
4962.4,10908,895.47,827,1320.5,5.08E-10,214.87,91.524,0,461.16,1.26E-11
6268.9,11034,754.06,649.56,1260.6,2.29E-10,229.65,92.295,0,489.02,5.68E-12
7438.6,11355,651.84,506.58,1222.2,1.03E-10,238.32,92.869,0,521.19,2.56E-12
9030.7,11405,652.89,375.07,1205.6,4.63E-11,250.31,93.913,0,548.71,1.15E-12
10801,11457,663.87,245.3,1227.6,2.08E-11,241.17,95.415,0,579.66,5.18E-13
12768,10902,699.18,107.81,1245.4,9.37E-12,222.71,96.031,0,609.2,2.33E-13
15261,10372,770.32,0,1273.3,4.22E-12,209.44,96.478,0,639.73,1.05E-13
16974,8337.8,849.68,0,1313.3,1.90E-12,208.89,97.141,0,664.88,4.72E-14
18257,6669.1,898.3,0,1360.6,8.54E-13,218.38,97.172,0,695.72,2.12E-14
19744,5538.7,966.67,0,1413.6,3.84E-13,230.4,97.916,0,724.15,9.55E-15
20322,4194.2,1004.7,0,1462.2,1.73E-13,237.72,98.483,0,738.32,4.30E-15
20539,3821.6,1065.5,0,1522.7,7.78E-14,251.68,99.637,0,736.6,1.93E-15
20453,2972,1113.1,0,1556.6,3.50E-14,264.09,101.26,0,726.86,8.71E-16
19828,3126.1,1110,0,1602.6,1.58E-14,277.41,103.06,0,0,3.92E-16
19687,5957.8,1241.8,0,1653.2,7.09E-15,283.72,105.16,0,0,1.76E-16
19339,7087.1,1295.1,0,1704,3.19E-15,289.97,106.8,0,397.9,7.93E-17
871.6,4877.9,1239.8,1490.4,1764.8,1.44E-15,295.8,105.89,0,409.5,3.57E-17
819.93,4999,1251.7,1238.7,1815.3,6.46E-16,316.81,104.59,0,431.05,1.61E-17
1152.3,5054.8,1276.6,990.46,1857,2.91E-16,329.71,106.35,0,453.78,7.23E-18
1115.3,5184.2,230,743.22,1178.3,1.31E-16,330.05,108.05,0,464.17,3.25E-18
1316.1,5465.2,176.15,694.74,952.52,5.89E-17,331.5,109.88,0,485.09,1.46E-18
1592.6,5805.5,153.25,664.35,840.95,2.65E-17,328.28,111.74,0,502.15,6.59E-19
1965.4,6211.6,146.81,634.55,761.19,1.19E-17,0,108.93,0,495.66,2.96E-19
2369.4,6764.5,199.97,593.86,700.82,5.37E-18,45.643,104.78,0,495.86,1.33E-19
2892.1,7327.6,241.08,554.5,677.67,2.41E-18,83.205,101.29,0,495.33,6.00E-20
3480,7983.9,276.8,498.95,660.9,1.09E-18,85.657,83.865,0,502.95,2.70E-20
4117.4,8648.2,316.54,436.49,656.36,4.89E-19,101.75,77.293,0,515.4,1.22E-20
4744.8,9281.3,356.84,371.56,659.2,2.20E-19,116.86,74.966,0,529.13,5.47E-21
5553.4,9901.2,374.02,304.8,673.34,9.90E-20,123.75,73.287,0,545.96,2.46E-21
6139.4,10561,398.58,223.54,692.67,4.46E-20,132.23,72.303,0,566.38,1.11E-21
6970.9,10994,398.57,147.92,721.52,2.01E-20,141.39,72.413,0,22.912,4.99E-22
7915.5,11672,470.61,75.381,749.75,9.02E-21,148.85,72.745,0,23.819,2.24E-22
8723.3,12476,564.89,0,778.54,4.06E-21,156.36,73.556,0,424.81,1.01E-22
1663.1,12514,605.33,682.73,819.32,1.83E-21,153.35,70.772,0,451.4,4.54E-23
1844.1,12586,644.52,577.99,859.13,8.22E-22,166.31,69.844,0,482.66,2.04E-23
2977.7,12621,683.47,456.08,894.2,3.70E-22,181.58,71.987,0,516.09,9.20E-24
3283.7,12637,632.99,317.16,891.55,1.67E-22,194.55,73.968,0,546.65,4.14E-24
3759.5,12590,591.48,185.4,902.78,7.49E-23,205.31,75.838,0,581.38,1.86E-24
4314,12515,611.44,70.981,922.07,3.37E-23,213.17,78.102,0,618.46,8.38E-25
5055.7,12274,623.58,0,931.37,1.52E-23,209.98,80.554,0,653.8,3.77E-25
5734.4,12063,655.95,0,954.56,6.83E-24,203.88,82.53,0,692.81,1.70E-25
6633,11932,685.3,0,975.65,3.07E-24,204.04,84.318,0,724.3,7.64E-26
7481.8,11676,686.83,0,991.14,1.38E-24,205.04,86.04,0,756.8,3.44E-26
8208.9,11155,729.64,0,1017.2,6.22E-25,208.08,87.441,0,783.59,1.55E-26
9341.9,10634,763.47,0,1041.4,2.80E-25,211.18,88.894,0,817.37,6.96E-27
10647,9777,768.2,0,1072.5,1.26E-25,212.76,90.092,0,847.6,3.13E-27
11840,9141.9,761.39,0,1111.1,5.67E-26,221.44,91.217,0,868.44,1.41E-27
13003,8319.9,748.43,0,1134.1,2.55E-26,230.63,92.278,0,17.417,6.34E-28
14070,10678,852.69,0,1184.4,1.15E-26,233.01,93.603,0,17.356,2.85E-28
14934,10752,920.43,0,1218,5.17E-27,233.38,94.999,0,417.52,1.28E-28
2515.2,9491.7,908.83,1158.2,1266.8,2.32E-27,232.32,92.409,0,437.79,5.78E-29
2915.3,9683.9,926.55,979.28,1329.3,1.05E-27,246.01,91.044,0,467.43,2.60E-29
4939.7,9969.8,955.32,796.45,1385.1,4.71E-28,256.26,92.217,0,499.29,1.17E-29
6074.1,9953.3,720.34,611.36,1285.9,2.12E-28,262.88,93.963,0,523.66,5.27E-30
7395.4,10237,632.5,465.71,1220.1,9.53E-29,264.52,95.285,0,551.46,2.37E-30
8983.7,10808,622.99,345.47,1208.1,4.29E-29,272.16,96.929,0,575.74,1.07E-30
11162,10674,630.42,224.15,1199.4,1.93E-29,238.68,97.777,0,603.54,4.80E-31
13481,10659,665.06,93.306,1219.8,8.69E-30,211.99,98.367,0,625.15,2.16E-31
15292,10130,738.2,0,1248.5,3.91E-30,204.49,98.792,0,652.2,9.72E-32
16783,8972.3,832.36,0,1272.4,1.76E-30,203.04,98.572,0,676.41,4.37E-32
18225,7337.2,924,0,1323.8,7.92E-31,208.13,98.006,0,703,1.97E-32
19874,5750.8,1015.4,0,1384.7,3.56E-31,220.83,98.139,0,730.84,8.86E-33
21034,4387.7,1124.2,0,1442.2,1.60E-31,235.62,98.427,0,749.44,3.99E-33
20605,2286.5,1187.4,0,1503.4,7.21E-32,254.08,99.394,0,755.83,1.79E-33
20317,2043.9,1149.3,0,1564.1,3.25E-32,265.03,100.36,0,0,8.07E-34
20191,4979.9,1262.5,0,1621.1,1.46E-32,281.07,102.29,0,0,3.63E-34
19378,7803.5,1321.5,0,1682.2,6.57E-33,295.73,104.23,0,397.95,1.63E-34
18000,5947.2,1292.8,0,1703.5,2.96E-33,302.62,102.68,0,397.46,7.35E-35
798.73,6118.9,1256.3,1361.2,1750.3,1.33E-33,311.49,102.65,0,411.87,3.31E-35
707.97,6151.9,1281.2,1114.6,1784,5.99E-34,323.11,104.5,0,437.11,1.49E-35
954.96,6125.7,1244,858.85,1818.5,2.70E-34,329.71,105.99,0,454.18,6.70E-36
885.95,6213.6,375.39,620.75,1275.4,1.21E-34,334.82,108.08,0,476.04,3.02E-36
970.39,6408,296.6,550.54,1058.2,5.46E-35,337.59,109.34,0,492.37,1.36E-36
1130,6627.9,257.06,496.29,925.29,2.46E-35,334.71,111.54,0,511.25,6.11E-37
1358.9,6942.6,230.47,449.87,821.54,1.11E-35,58.071,110.2,0,517.4,2.75E-37
1644.2,7267.7,253.3,395.83,752.6,4.97E-36,101.47,106.9,0,527.61,1.24E-37
1926.3,7614.4,272.11,336.92,714.91,2.24E-36,115.06,104.1,0,532.92,5.56E-38
2293.2,8046.7,284.11,290.67,692.95,1.01E-36,110.72,91.538,0,541.89,2.50E-38
2693.3,8558.4,301.4,240.5,677.51,4.53E-37,114.86,85.638,0,555.03,1.13E-38
3169.5,9064.2,305.92,183.62,674.96,2.04E-37,121.51,82.238,0,570.25,5.07E-39
3719.8,9562.6,352.16,114.16,680.21,9.18E-38,124.98,79.093,0,587.89,2.28E-39
4311.7,10085,356.19,41.136,687.75,4.13E-38,130.91,77.299,0,19.583,1.03E-39
5007.4,10602,420.9,0,706.8,1.86E-38,129.33,76.359,0,20.169,4.62E-40
5589.6,11261,488.01,0,722.27,8.36E-39,142,75.983,0,420.9,2.08E-40
6278.5,11723,492.51,0,746.19,3.76E-39,144.14,70.832,0,446.93,9.36E-41
1301.9,12093,517.12,469.23,776.69,1.69E-39,153.44,68.565,0,471.78,4.21E-41
1413,12181,539.26,363.77,804.85,7.62E-40,173,70.424,0,499.87,1.89E-41
2250.9,12189,563.01,258.82,841.87,3.43E-40,175.7,72.256,0,528.67,8.53E-42
2579.9,12244,494.1,149.87,836.95,1.54E-40,181.14,73.945,0,565.12,3.84E-42
2977.3,12244,482.18,48.561,838.75,6.95E-41,179.57,75.829,0,597.16,1.73E-42
3435.8,12283,502.25,0,852.57,3.13E-41,189.75,78.125,0,630.86,7.77E-43
3955.7,12414,513.98,0,873.41,1.41E-41,182.53,79.725,0,665.6,3.50E-43
4599.7,12625,534.03,0,884.68,6.33E-42,175.87,80.845,0,692.05,1.57E-43
5226.8,12617,571.02,0,906.68,2.85E-42,177.23,82.09,0,718.39,7.08E-44
5835.2,12517,563.48,0,924.88,1.28E-42,181.18,83.327,0,746.03,3.19E-44
6612.3,12247,603.22,0,948.51,5.77E-43,186.64,84.489,0,779.98,1.43E-44
7640.5,11610,643.48,0,977.68,2.60E-43,191.21,85.371,0,815.65,6.45E-45
8853.9,10992,660.92,0,1001.4,1.17E-43,188.57,86.873,0,839.13,2.90E-45
9990.7,9935.8,662.69,0,1029.8,5.26E-44,197.08,87.956,0,26.974,1.31E-45
11157,11090,743.58,0,1053.2,2.36E-44,204.27,89.035,0,28.317,5.88E-46
